https://www.bikotbi.org/ontology/BIKO_000182,https://www.bikotbi.org/ontology/BIKO_000059,https://www.bikotbi.org/ontology/BIKO_000171,https://www.bikotbi.org/ontology/BIKO_000178,https://www.bikotbi.org/ontology/BIKO_000074,https://www.bikotbi.org/ontology/BIKO_000074,https://www.bikotbi.org/ontology/BIKO_000058,https://www.bikotbi.org/ontology/BIKO_000058,https://www.bikotbi.org/ontology/BIKO_000086,https://www.bikotbi.org/ontology/BIKO_000062,https://www.bikotbi.org/ontology/BIKO_000063,https://www.bikotbi.org/ontology/BIKO_000157,https://www.bikotbi.org/ontology/BIKO_000184,https://www.bikotbi.org/ontology/BIKO_000074,https://www.bikotbi.org/ontology/BIKO_000074,https://www.bikotbi.org/ontology/BIKO_000058,https://www.bikotbi.org/ontology/BIKO_000058,https://www.bikotbi.org/ontology/BIKO_000181,https://www.bikotbi.org/ontology/BIKO_000028
Adult,22 - 30 g,https://doi.org/10.1080/01616412.2016.1228746,PMID:27615406,"Ezaki J, Shimada R, Shibuya M, Kibayashi K. Hippocampal neuronal degeneration in the traumatic brain injury mouse: non-trivial effect of scalp incisionNeurol Res. 2016 Nov;38(11):994-1002. doi: 10.1080\/01616412.2016.1228746. Epub 2016 Sep 10.","Ezaki J, Shimada R, Shibuya M, Kibayashi K. Hippocampal neuronal degeneration in the traumatic brain injury mouse: non-trivial effect of scalp incisionNeurol Res. 2016 Nov;38(11):994-1002. doi: 10.1080\/01616412.2016.1228746. Epub 2016 Sep 10.",male,male,mouse,C57BL,C57BL/6J,,379,"Ezaki J, Shimada R, Shibuya M, Kibayashi K. Hippocampal neuronal degeneration in the traumatic brain injury mouse: non-trivial effect of scalp incisionNeurol Res. 2016 Nov;38(11):994-1002. doi: 10.1080\/01616412.2016.1228746. Epub 2016 Sep 10.","Ezaki J, Shimada R, Shibuya M, Kibayashi K. Hippocampal neuronal degeneration in the traumatic brain injury mouse: non-trivial effect of scalp incisionNeurol Res. 2016 Nov;38(11):994-1002. doi: 10.1080\/01616412.2016.1228746. Epub 2016 Sep 10.",male,male,weight-drop device,Weight-drop model
,20 - 26 g,https://doi.org/10.1080/01616412.2017.1330815,PMID:28566060,"Guo D, Li D, Li J, Li Y, Hu X, Guan F, Yang B. Topical application of the hematostatic agent Surgiflo® could attenuate brain injury in experimental TBI miceNeurol Res. 2017 Sep;39(9):830-836. doi: 10.1080\/01616412.2017.1330815. Epub 2017 May 31.","Guo D, Li D, Li J, Li Y, Hu X, Guan F, Yang B. Topical application of the hematostatic agent Surgiflo® could attenuate brain injury in experimental TBI miceNeurol Res. 2017 Sep;39(9):830-836. doi: 10.1080\/01616412.2017.1330815. Epub 2017 May 31.",male,male,mouse,C57BL,C57BL/6,,380,"Guo D, Li D, Li J, Li Y, Hu X, Guan F, Yang B. Topical application of the hematostatic agent Surgiflo® could attenuate brain injury in experimental TBI miceNeurol Res. 2017 Sep;39(9):830-836. doi: 10.1080\/01616412.2017.1330815. Epub 2017 May 31.","Guo D, Li D, Li J, Li Y, Hu X, Guan F, Yang B. Topical application of the hematostatic agent Surgiflo® could attenuate brain injury in experimental TBI miceNeurol Res. 2017 Sep;39(9):830-836. doi: 10.1080\/01616412.2017.1330815. Epub 2017 May 31.",male,male,modified weight-drop device,Weight-drop model
,28 g,https://doi.org/10.1080/02699052.2016.1213420,PMID:27819514,"Chandran R, Sharma A, Bhomia M, Balakathiresan NS, Knollmann-Ritschel BE, Maheshwari RK. Differential expression of microRNAs in the brains of mice subjected to increasing grade of mild traumatic brain injuryBrain Inj. 2017;31(1):106-119. doi: 10.1080\/02699052.2016.1213420. Epub 2016 Nov 7.","Chandran R, Sharma A, Bhomia M, Balakathiresan NS, Knollmann-Ritschel BE, Maheshwari RK. Differential expression of microRNAs in the brains of mice subjected to increasing grade of mild traumatic brain injuryBrain Inj. 2017;31(1):106-119. doi: 10.1080\/02699052.2016.1213420. Epub 2016 Nov 7.",male,male,mouse,C57BL,C57BL/6,custom-built weight-drop device,381,"Chandran R, Sharma A, Bhomia M, Balakathiresan NS, Knollmann-Ritschel BE, Maheshwari RK. Differential expression of microRNAs in the brains of mice subjected to increasing grade of mild traumatic brain injuryBrain Inj. 2017;31(1):106-119. doi: 10.1080\/02699052.2016.1213420. Epub 2016 Nov 7.","Chandran R, Sharma A, Bhomia M, Balakathiresan NS, Knollmann-Ritschel BE, Maheshwari RK. Differential expression of microRNAs in the brains of mice subjected to increasing grade of mild traumatic brain injuryBrain Inj. 2017;31(1):106-119. doi: 10.1080\/02699052.2016.1213420. Epub 2016 Nov 7.",male,male,weight-drop device,Weight-drop model
,340 - 360 g,https://doi.org/10.1080/00207450490249419,PMID:14702209,"Borges N, Cerejo A, Santos A, Sarmento A, Azevedo I. Changes in rat cerebral mitochondrial succinate dehydrogenase activity after brain traumaInt J Neurosci. 2004 Feb;114(2):217-27. doi: 10.1080\/00207450490249419.","Borges N, Cerejo A, Santos A, Sarmento A, Azevedo I. Changes in rat cerebral mitochondrial succinate dehydrogenase activity after brain traumaInt J Neurosci. 2004 Feb;114(2):217-27. doi: 10.1080\/00207450490249419.",male,male,rat,Wistar,Wistar,,385,"Borges N, Cerejo A, Santos A, Sarmento A, Azevedo I. Changes in rat cerebral mitochondrial succinate dehydrogenase activity after brain traumaInt J Neurosci. 2004 Feb;114(2):217-27. doi: 10.1080\/00207450490249419.","Borges N, Cerejo A, Santos A, Sarmento A, Azevedo I. Changes in rat cerebral mitochondrial succinate dehydrogenase activity after brain traumaInt J Neurosci. 2004 Feb;114(2):217-27. doi: 10.1080\/00207450490249419.",male,male,,Weight-drop model
,280 - 350 g,https://doi.org/10.1179/174313208X276916,PMID:18953738,"Mirzayan MJ, Klinge PM, Ude S, Hotop A, Samii M, Brinker T, Korkmaz Z, Meyer GJ, Knapp WH, Samii A. Modified calcium accumulation after controlled cortical impact under cyclosporin A treatment: a 45Ca autoradiographic studyNeurol Res. 2008 Jun;30(5):476-9. doi: 10.1179\/174313208X276916.","Mirzayan MJ, Klinge PM, Ude S, Hotop A, Samii M, Brinker T, Korkmaz Z, Meyer GJ, Knapp WH, Samii A. Modified calcium accumulation after controlled cortical impact under cyclosporin A treatment: a 45Ca autoradiographic studyNeurol Res. 2008 Jun;30(5):476-9. doi: 10.1179\/174313208X276916.",male,male,rat,Sprague-Dawley,Sprague-Dawley,,386,"Mirzayan MJ, Klinge PM, Ude S, Hotop A, Samii M, Brinker T, Korkmaz Z, Meyer GJ, Knapp WH, Samii A. Modified calcium accumulation after controlled cortical impact under cyclosporin A treatment: a 45Ca autoradiographic studyNeurol Res. 2008 Jun;30(5):476-9. doi: 10.1179\/174313208X276916.","Mirzayan MJ, Klinge PM, Ude S, Hotop A, Samii M, Brinker T, Korkmaz Z, Meyer GJ, Knapp WH, Samii A. Modified calcium accumulation after controlled cortical impact under cyclosporin A treatment: a 45Ca autoradiographic studyNeurol Res. 2008 Jun;30(5):476-9. doi: 10.1179\/174313208X276916.",male,male,,Controlled cortical impact model
,130 - 140 g,,PMID:19201746,"Hu ZG, Wang HD, Jin W, Yin HX. Ketogenic diet reduces cytochrome c release and cellular apoptosis following traumatic brain injury in juvenile ratsAnn Clin Lab Sci. 2009 Winter;39(1):76-83.","Hu ZG, Wang HD, Jin W, Yin HX. Ketogenic diet reduces cytochrome c release and cellular apoptosis following traumatic brain injury in juvenile ratsAnn Clin Lab Sci. 2009 Winter;39(1):76-83.",male,male,rat,Sprague-Dawley,Sprague-Dawley,,389,"Hu ZG, Wang HD, Jin W, Yin HX. Ketogenic diet reduces cytochrome c release and cellular apoptosis following traumatic brain injury in juvenile ratsAnn Clin Lab Sci. 2009 Winter;39(1):76-83.","Hu ZG, Wang HD, Jin W, Yin HX. Ketogenic diet reduces cytochrome c release and cellular apoptosis following traumatic brain injury in juvenile ratsAnn Clin Lab Sci. 2009 Winter;39(1):76-83.",male,male,,Weight-drop model
,18 - 24 g,https://doi.org/10.1093/jn/nxz105,PMID:31174208,"Ma Y, Liu T, Fu J, Fu S, Hu C, Sun B, Fan X, Zhu J. Lactobacillus acidophilus Exerts Neuroprotective Effects in Mice with Traumatic Brain InjuryJ Nutr. 2019 Sep 1;149(9):1543-1552. doi: 10.1093\/jn\/nxz105.","Ma Y, Liu T, Fu J, Fu S, Hu C, Sun B, Fan X, Zhu J. Lactobacillus acidophilus Exerts Neuroprotective Effects in Mice with Traumatic Brain InjuryJ Nutr. 2019 Sep 1;149(9):1543-1552. doi: 10.1093\/jn\/nxz105.",male,male,mouse,C57BL,C57BL/6,,390,"Ma Y, Liu T, Fu J, Fu S, Hu C, Sun B, Fan X, Zhu J. Lactobacillus acidophilus Exerts Neuroprotective Effects in Mice with Traumatic Brain InjuryJ Nutr. 2019 Sep 1;149(9):1543-1552. doi: 10.1093\/jn\/nxz105.","Ma Y, Liu T, Fu J, Fu S, Hu C, Sun B, Fan X, Zhu J. Lactobacillus acidophilus Exerts Neuroprotective Effects in Mice with Traumatic Brain InjuryJ Nutr. 2019 Sep 1;149(9):1543-1552. doi: 10.1093\/jn\/nxz105.",male,male,,Weight-drop model
,,https://doi.org/10.1096/fj.201902257RR,PMID:31930559,"Förstner P, Knöll B. Interference of neuronal activity-mediated gene expression through serum response factor deletion enhances mortality and hyperactivity after traumatic brain injuryFASEB J. 2020 Mar;34(3):3855-3873. doi: 10.1096\/fj.201902257RR. Epub 2020 Jan 12.","Förstner P, Knöll B. Interference of neuronal activity-mediated gene expression through serum response factor deletion enhances mortality and hyperactivity after traumatic brain injuryFASEB J. 2020 Mar;34(3):3855-3873. doi: 10.1096\/fj.201902257RR. Epub 2020 Jan 12.","male, female","male, female",mouse,,,,517,"Förstner P, Knöll B. Interference of neuronal activity-mediated gene expression through serum response factor deletion enhances mortality and hyperactivity after traumatic brain injuryFASEB J. 2020 Mar;34(3):3855-3873. doi: 10.1096\/fj.201902257RR. Epub 2020 Jan 12.","Förstner P, Knöll B. Interference of neuronal activity-mediated gene expression through serum response factor deletion enhances mortality and hyperactivity after traumatic brain injuryFASEB J. 2020 Mar;34(3):3855-3873. doi: 10.1096\/fj.201902257RR. Epub 2020 Jan 12.","male, female","male, female",,Weight-drop model
,230 - 280 g,https://doi.org/10.1007/s00011-019-01217-z,PMID:30706110,"Lan YL, Wang X, Zou YJ, Xing JS, Lou JC, Zou S, Ma BB, Ding Y, Zhang B. Bazedoxifene protects cerebral autoregulation after traumatic brain injury and attenuates impairments in blood-brain barrier damage: involvement of anti-inflammatory pathways by blocking MAPK signalingInflamm Res. 2019 Apr;68(4):311-323. doi: 10.1007\/s00011-019-01217-z. Epub 2019 Jan 31.","Lan YL, Wang X, Zou YJ, Xing JS, Lou JC, Zou S, Ma BB, Ding Y, Zhang B. Bazedoxifene protects cerebral autoregulation after traumatic brain injury and attenuates impairments in blood-brain barrier damage: involvement of anti-inflammatory pathways by blocking MAPK signalingInflamm Res. 2019 Apr;68(4):311-323. doi: 10.1007\/s00011-019-01217-z. Epub 2019 Jan 31.","male, female","male, female",rat,Sprague-Dawley,Sprague-Dawley,,518,"Lan YL, Wang X, Zou YJ, Xing JS, Lou JC, Zou S, Ma BB, Ding Y, Zhang B. Bazedoxifene protects cerebral autoregulation after traumatic brain injury and attenuates impairments in blood-brain barrier damage: involvement of anti-inflammatory pathways by blocking MAPK signalingInflamm Res. 2019 Apr;68(4):311-323. doi: 10.1007\/s00011-019-01217-z. Epub 2019 Jan 31.","Lan YL, Wang X, Zou YJ, Xing JS, Lou JC, Zou S, Ma BB, Ding Y, Zhang B. Bazedoxifene protects cerebral autoregulation after traumatic brain injury and attenuates impairments in blood-brain barrier damage: involvement of anti-inflammatory pathways by blocking MAPK signalingInflamm Res. 2019 Apr;68(4):311-323. doi: 10.1007\/s00011-019-01217-z. Epub 2019 Jan 31.","male, female","male, female",,Controlled cortical impact model
,230 - 280 g,https://doi.org/10.1007/s00011-019-01217-z,PMID:30706110,"Lan YL, Wang X, Zou YJ, Xing JS, Lou JC, Zou S, Ma BB, Ding Y, Zhang B. Bazedoxifene protects cerebral autoregulation after traumatic brain injury and attenuates impairments in blood-brain barrier damage: involvement of anti-inflammatory pathways by blocking MAPK signalingInflamm Res. 2019 Apr;68(4):311-323. doi: 10.1007\/s00011-019-01217-z. Epub 2019 Jan 31.","Lan YL, Wang X, Zou YJ, Xing JS, Lou JC, Zou S, Ma BB, Ding Y, Zhang B. Bazedoxifene protects cerebral autoregulation after traumatic brain injury and attenuates impairments in blood-brain barrier damage: involvement of anti-inflammatory pathways by blocking MAPK signalingInflamm Res. 2019 Apr;68(4):311-323. doi: 10.1007\/s00011-019-01217-z. Epub 2019 Jan 31.","male, female","male, female",rat,Sprague-Dawley,Sprague-Dawley,,392,"Lan YL, Wang X, Zou YJ, Xing JS, Lou JC, Zou S, Ma BB, Ding Y, Zhang B. Bazedoxifene protects cerebral autoregulation after traumatic brain injury and attenuates impairments in blood-brain barrier damage: involvement of anti-inflammatory pathways by blocking MAPK signalingInflamm Res. 2019 Apr;68(4):311-323. doi: 10.1007\/s00011-019-01217-z. Epub 2019 Jan 31.","Lan YL, Wang X, Zou YJ, Xing JS, Lou JC, Zou S, Ma BB, Ding Y, Zhang B. Bazedoxifene protects cerebral autoregulation after traumatic brain injury and attenuates impairments in blood-brain barrier damage: involvement of anti-inflammatory pathways by blocking MAPK signalingInflamm Res. 2019 Apr;68(4):311-323. doi: 10.1007\/s00011-019-01217-z. Epub 2019 Jan 31.","male, female","male, female",,Weight-drop model
Adult,220 - 250 g,https://doi.org/10.1007/s11064-019-02897-z,PMID:31701381,"Luo ML, Pan L, Wang L, Wang HY, Li S, Long ZY, Zeng L, Liu Y. Transplantation of NSCs Promotes the Recovery of Cognitive Functions by Regulating Neurotransmitters in Rats with Traumatic Brain InjuryNeurochem Res. 2019 Dec;44(12):2765-2775. doi: 10.1007\/s11064-019-02897-z. Epub 2019 Nov 7.","Luo ML, Pan L, Wang L, Wang HY, Li S, Long ZY, Zeng L, Liu Y. Transplantation of NSCs Promotes the Recovery of Cognitive Functions by Regulating Neurotransmitters in Rats with Traumatic Brain InjuryNeurochem Res. 2019 Dec;44(12):2765-2775. doi: 10.1007\/s11064-019-02897-z. Epub 2019 Nov 7.","male, female","male, female",rat,Sprague-Dawley,Sprague-Dawley,,393,"Luo ML, Pan L, Wang L, Wang HY, Li S, Long ZY, Zeng L, Liu Y. Transplantation of NSCs Promotes the Recovery of Cognitive Functions by Regulating Neurotransmitters in Rats with Traumatic Brain InjuryNeurochem Res. 2019 Dec;44(12):2765-2775. doi: 10.1007\/s11064-019-02897-z. Epub 2019 Nov 7.","Luo ML, Pan L, Wang L, Wang HY, Li S, Long ZY, Zeng L, Liu Y. Transplantation of NSCs Promotes the Recovery of Cognitive Functions by Regulating Neurotransmitters in Rats with Traumatic Brain InjuryNeurochem Res. 2019 Dec;44(12):2765-2775. doi: 10.1007\/s11064-019-02897-z. Epub 2019 Nov 7.","male, female","male, female",,Weight-drop model
Adult,25 - 30 g,https://doi.org/10.1007/s11064-020-02987-3,PMID:32072445,"Wang M, Luo L. An Effective NADPH Oxidase 2 Inhibitor Provides Neuroprotection and Improves Functional Outcomes in Animal Model of Traumatic Brain InjuryNeurochem Res. 2020 May;45(5):1097-1106. doi: 10.1007\/s11064-020-02987-3. Epub 2020 Feb 18.","Wang M, Luo L. An Effective NADPH Oxidase 2 Inhibitor Provides Neuroprotection and Improves Functional Outcomes in Animal Model of Traumatic Brain InjuryNeurochem Res. 2020 May;45(5):1097-1106. doi: 10.1007\/s11064-020-02987-3. Epub 2020 Feb 18.",male,male,mouse,,,,394,"Wang M, Luo L. An Effective NADPH Oxidase 2 Inhibitor Provides Neuroprotection and Improves Functional Outcomes in Animal Model of Traumatic Brain InjuryNeurochem Res. 2020 May;45(5):1097-1106. doi: 10.1007\/s11064-020-02987-3. Epub 2020 Feb 18.","Wang M, Luo L. An Effective NADPH Oxidase 2 Inhibitor Provides Neuroprotection and Improves Functional Outcomes in Animal Model of Traumatic Brain InjuryNeurochem Res. 2020 May;45(5):1097-1106. doi: 10.1007\/s11064-020-02987-3. Epub 2020 Feb 18.",male,male,weight-drop device,Weight-drop model
Adult,280 - 320 g,https://doi.org/10.1007/s11064-020-03042-x,PMID:32372158,"Efendioglu M, Basaran R, Akca M, Ceman D, Demirtas C, Yildirim M. Combination Therapy of Gabapentin and N-Acetylcysteine Against Posttraumatic Epilepsy in RatsNeurochem Res. 2020 Aug;45(8):1802-1812. doi: 10.1007\/s11064-020-03042-x. Epub 2020 May 5.","Efendioglu M, Basaran R, Akca M, Ceman D, Demirtas C, Yildirim M. Combination Therapy of Gabapentin and N-Acetylcysteine Against Posttraumatic Epilepsy in RatsNeurochem Res. 2020 Aug;45(8):1802-1812. doi: 10.1007\/s11064-020-03042-x. Epub 2020 May 5.",male,male,rat,Sprague-Dawley,Sprague-Dawley,,395,"Efendioglu M, Basaran R, Akca M, Ceman D, Demirtas C, Yildirim M. Combination Therapy of Gabapentin and N-Acetylcysteine Against Posttraumatic Epilepsy in RatsNeurochem Res. 2020 Aug;45(8):1802-1812. doi: 10.1007\/s11064-020-03042-x. Epub 2020 May 5.","Efendioglu M, Basaran R, Akca M, Ceman D, Demirtas C, Yildirim M. Combination Therapy of Gabapentin and N-Acetylcysteine Against Posttraumatic Epilepsy in RatsNeurochem Res. 2020 Aug;45(8):1802-1812. doi: 10.1007\/s11064-020-03042-x. Epub 2020 May 5.",male,male,,Weight-drop model
,"270 g, 320 g",https://doi.org/10.1007/s11255-018-2028-1,PMID:30474784,"Praveen Rajneesh C, Lai CH, Chen SC, Hsieh TH, Chin HY, Peng CW. Improved voiding function by deep brain stimulation in traumatic brain-injured animals with bladder dysfunctionsInt Urol Nephrol. 2019 Jan;51(1):41-52. doi: 10.1007\/s11255-018-2028-1. Epub 2018 Nov 24.","Praveen Rajneesh C, Lai CH, Chen SC, Hsieh TH, Chin HY, Peng CW. Improved voiding function by deep brain stimulation in traumatic brain-injured animals with bladder dysfunctionsInt Urol Nephrol. 2019 Jan;51(1):41-52. doi: 10.1007\/s11255-018-2028-1. Epub 2018 Nov 24.",male,male,rat,Sprague-Dawley,Sprague-Dawley,,396,"Praveen Rajneesh C, Lai CH, Chen SC, Hsieh TH, Chin HY, Peng CW. Improved voiding function by deep brain stimulation in traumatic brain-injured animals with bladder dysfunctionsInt Urol Nephrol. 2019 Jan;51(1):41-52. doi: 10.1007\/s11255-018-2028-1. Epub 2018 Nov 24.","Praveen Rajneesh C, Lai CH, Chen SC, Hsieh TH, Chin HY, Peng CW. Improved voiding function by deep brain stimulation in traumatic brain-injured animals with bladder dysfunctionsInt Urol Nephrol. 2019 Jan;51(1):41-52. doi: 10.1007\/s11255-018-2028-1. Epub 2018 Nov 24.",male,male,,Weight-drop model
Adult,30 - 40 g,https://doi.org/10.1007/s12031-019-01422-9,PMID:31820347,"Namdar I, Feldman R, Glazer S, Meningher I, Shlobin NA, Rubovitch V, Bikovski L, Been E, Pick CG. Motor Effects of Minimal Traumatic Brain Injury in MiceJ Mol Neurosci. 2020 Mar;70(3):365-377. doi: 10.1007\/s12031-019-01422-9. Epub 2019 Dec 9.","Namdar I, Feldman R, Glazer S, Meningher I, Shlobin NA, Rubovitch V, Bikovski L, Been E, Pick CG. Motor Effects of Minimal Traumatic Brain Injury in MiceJ Mol Neurosci. 2020 Mar;70(3):365-377. doi: 10.1007\/s12031-019-01422-9. Epub 2019 Dec 9.",male,male,mouse,ICR,ICR,,397,"Namdar I, Feldman R, Glazer S, Meningher I, Shlobin NA, Rubovitch V, Bikovski L, Been E, Pick CG. Motor Effects of Minimal Traumatic Brain Injury in MiceJ Mol Neurosci. 2020 Mar;70(3):365-377. doi: 10.1007\/s12031-019-01422-9. Epub 2019 Dec 9.","Namdar I, Feldman R, Glazer S, Meningher I, Shlobin NA, Rubovitch V, Bikovski L, Been E, Pick CG. Motor Effects of Minimal Traumatic Brain Injury in MiceJ Mol Neurosci. 2020 Mar;70(3):365-377. doi: 10.1007\/s12031-019-01422-9. Epub 2019 Dec 9.",male,male,weight-drop device,Weight-drop model
Adult,350 - 400 g,https://doi.org/10.1007/s10517-020-04745-5,PMID:32152848,"Fleishman MY, Yakusheva NY, Malofey YB, Tolstenok IV, Innokentiev AA. Effect of MGHPPGP Peptide Administered during the Post-Traumatic Period on Morphometric Parameters of the Neocortex and Hippocampus, Hepatocytes, and Epithelium of the Tongue and Small Intestine in RatsBull Exp Biol Med. 2020 Feb;168(4):521-524. doi: 10.1007\/s10517-020-04745-5. Epub 2020 Mar 9.","Fleishman MY, Yakusheva NY, Malofey YB, Tolstenok IV, Innokentiev AA. Effect of MGHPPGP Peptide Administered during the Post-Traumatic Period on Morphometric Parameters of the Neocortex and Hippocampus, Hepatocytes, and Epithelium of the Tongue and Small Intestine in RatsBull Exp Biol Med. 2020 Feb;168(4):521-524. doi: 10.1007\/s10517-020-04745-5. Epub 2020 Mar 9.",male,male,rat,Wistar,Wistar,,398,"Fleishman MY, Yakusheva NY, Malofey YB, Tolstenok IV, Innokentiev AA. Effect of MGHPPGP Peptide Administered during the Post-Traumatic Period on Morphometric Parameters of the Neocortex and Hippocampus, Hepatocytes, and Epithelium of the Tongue and Small Intestine in RatsBull Exp Biol Med. 2020 Feb;168(4):521-524. doi: 10.1007\/s10517-020-04745-5. Epub 2020 Mar 9.","Fleishman MY, Yakusheva NY, Malofey YB, Tolstenok IV, Innokentiev AA. Effect of MGHPPGP Peptide Administered during the Post-Traumatic Period on Morphometric Parameters of the Neocortex and Hippocampus, Hepatocytes, and Epithelium of the Tongue and Small Intestine in RatsBull Exp Biol Med. 2020 Feb;168(4):521-524. doi: 10.1007\/s10517-020-04745-5. Epub 2020 Mar 9.",male,male,,Weight-drop model
,250 - 280 g,https://doi.org/10.1111/jcmm.14296,PMID:30989783,"Xia D, Zhai X, Wang H, Chen Z, Fu C, Zhu M. Alpha lipoic acid inhibits oxidative stress-induced apoptosis by modulating of Nrf2 signalling pathway after traumatic brain injuryJ Cell Mol Med. 2019 Jun;23(6):4088-4096. doi: 10.1111\/jcmm.14296. Epub 2019 Apr 15. PMC6533507","Xia D, Zhai X, Wang H, Chen Z, Fu C, Zhu M. Alpha lipoic acid inhibits oxidative stress-induced apoptosis by modulating of Nrf2 signalling pathway after traumatic brain injuryJ Cell Mol Med. 2019 Jun;23(6):4088-4096. doi: 10.1111\/jcmm.14296. Epub 2019 Apr 15. PMC6533507",male,male,rat,Sprague-Dawley,Sprague-Dawley,,399,"Xia D, Zhai X, Wang H, Chen Z, Fu C, Zhu M. Alpha lipoic acid inhibits oxidative stress-induced apoptosis by modulating of Nrf2 signalling pathway after traumatic brain injuryJ Cell Mol Med. 2019 Jun;23(6):4088-4096. doi: 10.1111\/jcmm.14296. Epub 2019 Apr 15. PMC6533507","Xia D, Zhai X, Wang H, Chen Z, Fu C, Zhu M. Alpha lipoic acid inhibits oxidative stress-induced apoptosis by modulating of Nrf2 signalling pathway after traumatic brain injuryJ Cell Mol Med. 2019 Jun;23(6):4088-4096. doi: 10.1111\/jcmm.14296. Epub 2019 Apr 15. PMC6533507",male,male,,Weight-drop model
,18 - 20 g,https://doi.org/10.3389/fphar.2019.00352,PMID:31040777,"Belardo C, Iannotta M, Boccella S, Rubino RC, Ricciardi F, Infantino R, Pieretti G, Stella L, Paino S, Marabese I, Maisto R, Luongo L, Maione S, Guida F. Oral Cannabidiol Prevents Allodynia and Neurological Dysfunctions in a Mouse Model of Mild Traumatic Brain InjuryFront Pharmacol. 2019 Apr 16;10:352. doi: 10.3389\/fphar.2019.00352. eCollection 2019. PMC6476923","Belardo C, Iannotta M, Boccella S, Rubino RC, Ricciardi F, Infantino R, Pieretti G, Stella L, Paino S, Marabese I, Maisto R, Luongo L, Maione S, Guida F. Oral Cannabidiol Prevents Allodynia and Neurological Dysfunctions in a Mouse Model of Mild Traumatic Brain InjuryFront Pharmacol. 2019 Apr 16;10:352. doi: 10.3389\/fphar.2019.00352. eCollection 2019. PMC6476923",male,male,mouse,C57BL,C57BL/6,custom-built weight-drop device,400,"Belardo C, Iannotta M, Boccella S, Rubino RC, Ricciardi F, Infantino R, Pieretti G, Stella L, Paino S, Marabese I, Maisto R, Luongo L, Maione S, Guida F. Oral Cannabidiol Prevents Allodynia and Neurological Dysfunctions in a Mouse Model of Mild Traumatic Brain InjuryFront Pharmacol. 2019 Apr 16;10:352. doi: 10.3389\/fphar.2019.00352. eCollection 2019. PMC6476923","Belardo C, Iannotta M, Boccella S, Rubino RC, Ricciardi F, Infantino R, Pieretti G, Stella L, Paino S, Marabese I, Maisto R, Luongo L, Maione S, Guida F. Oral Cannabidiol Prevents Allodynia and Neurological Dysfunctions in a Mouse Model of Mild Traumatic Brain InjuryFront Pharmacol. 2019 Apr 16;10:352. doi: 10.3389\/fphar.2019.00352. eCollection 2019. PMC6476923",male,male,,Weight-drop model
